N1108,DE,ALTERADO,PON,obs,PORTAS OCUPADAS,PORTAS TOTAL,ESTADO,MUNICIPIO,LOCALIDADE,TIPOLOCAL,LONGITUDE,LATITUDE,NOMECOMPLETO,STATUS,SISTEMADELOCAIS,DATADECRIACAO,DATADEATIVACAO,DATAPRIMEIROCLIENTE,DATASUBSTITUICAO,FINALIDADE,PROPRIEDADE,NUMEROLOTE,LOCALREFERENCIA,LOGRADOUROCCE,IDLOGRADOUROCCE,BAIRROCCE,IDBAIRROCCE,LOCALIDADECCE,MUNICIPIOCCE,ESTADOCCE,CEPCCE,CODLOGRADOUROGIS,LOGRADOUROGIS,FIDGTECH,NOMEGTECH,DESIGNACAODOFORNECEDOR,COMPRIMENTOMAXDROP,LOCALIDADECTO,STATUSCERTIFICACAO,PATRIMONIO,LOCALDEINSTALACAO
D1456,CTO-CMP-00221,,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,176246","-22,642411",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00221,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,315,,RUA VALTER ZACHARIAS,396659,PARQUE RESIDENCIAL ROSAMELIA II,12720,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1458,CTO-CMP-00222,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,175913","-22,642063",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00222,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,385,,RUA VALTER ZACHARIAS,396659,PARQUE RESIDENCIAL ROSAMELIA II,12720,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1463,CTO-CMP-00223,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,19816","-22,642135",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00223,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,1,,RUA PRESIDENTE GETULIO VARGAS,395367,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1469,CTO-CMP-00224,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,175303","-22,64175",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00224,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,33,,RUA CARLOS CAPRARO,394847,PARQUE RESIDENCIAL ROSAMELIA II,12720,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1471,CTO-CMP-00225,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,174866","-22,642091",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00225,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,82,,RUA CARLOS CAPRARO,394847,PARQUE RESIDENCIAL ROSAMELIA II,12720,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1474,CTO-CMP-00226,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,17568","-22,642219",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00226,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,14,,RUA AGELINA GARCIA BALLESTRIN,394296,PARQUE RESIDENCIAL ROSAMELIA II,12720,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1475,CTO-CMP-00227,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,196849","-22,642773",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00227,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,383,,RUA JOAO ARANHA,395622,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1477,CTO-CMP-00228,,,ok,1,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,175299","-22,642529",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00228,EXISTENTE,Algar Telecom,"44699,63058",,2/17/2023,,,FRANQUEADO,114,,RUA AGELINA GARCIA BALLESTRIN,394296,PARQUE RESIDENCIAL ROSAMELIA II,12720,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1480,CTO-CMP-00229,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,17564","-22,642911",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00229,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,104,,RUA HERMINIO GALHARDO,395610,PARQUE RESIDENCIAL ROSAMELIA II,12720,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1481,CTO-CMP-00230,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,197879","-22,643329",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00230,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,78,,RUA CAMPINAS,394844,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1483,CTO-CMP-00231,,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,176082","-22,642541",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00231,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,24,,RUA HERMINIO GALHARDO,395610,PARQUE RESIDENCIAL ROSAMELIA II,12720,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1486,CTO-CMP-00232,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,198832","-22,642848",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00232,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,2,,AVENIDA CENTENARIO DO DOUTOR PAULO DE ALMEIDA NOGUEIRA,395075,BELA VISTA IV,12675,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1492,CTO-CMP-00233,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,176581","-22,643029",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00233,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,18,,RUA JOAO ZACHARIAS,395632,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1493,CTO-CMP-00234,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,176817","-22,64286",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00234,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,231,,RUA VALTER ZACHARIAS,396659,PARQUE RESIDENCIAL ROSAMELIA II,12720,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1490,CTO-CMP-00235,D1499,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,176079","-22,643433",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00235,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,74,,RUA JOAO ZACHARIAS,395632,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1499,CTO-CMP-00236,,,Trocar Portas 1x16,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,176544","-22,643827",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00236,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,94,,RUA BENEDITO MAIA,394830,PARQUE RESIDENCIAL ROSAMELIA II,12720,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1501,CTO-CMP-00237,,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,176976","-22,643475",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00237,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,40,,RUA BENEDITO MAIA,394830,PARQUE RESIDENCIAL ROSAMELIA II,12720,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1503,CTO-CMP-00238,,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,176713","-22,644453",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00238,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,114,,RUA PROFESSOR FELICIO MARMO,395115,PARQUE RESIDENCIAL ROSAMELIA II,12720,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1506,CTO-CMP-00239,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,177381","-22,643921",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00239,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,38,,RUA PROFESSOR FELICIO MARMO,395115,PARQUE RESIDENCIAL ROSAMELIA II,12720,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1509,CTO-CMP-00240,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,177202","-22,644713",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00240,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,71,,RUA LUIZ FELIPE BACELAR MEMORIA,395903,PARQUE RESIDENCIAL ROSAMELIA II,12720,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D2204,CTO-CMP-00241,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,177702","-22,644311",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00241,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,27,,RUA LUIZ FELIPE BACELAR MEMORIA,395903,PARQUE RESIDENCIAL ROSAMELIA II,12720,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1513,CTO-CMP-00242,,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,177488","-22,645336",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00242,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,662,,RUA ANTONIO FERRAZZO,394564,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1520,CTO-CMP-00243,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,178943","-22,643817",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00243,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,433,,RUA ANTONIO FERRAZZO,394564,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1522,CTO-CMP-00244,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,17944","-22,643423",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00244,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,360,,RUA ANTONIO FERRAZZO,394564,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1525,CTO-CMP-00245,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,180179","-22,642826",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00245,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,269,,RUA ANTONIO FERRAZZO,394564,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1527,CTO-CMP-00246,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,180657","-22,642451",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00246,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,228,,RUA ANTONIO FERRAZZO,394564,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1530,CTO-CMP-00247,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,181327","-22,641902",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00247,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,121,,RUA ANTONIO FERRAZZO,394564,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1541,CTO-CMP-00248,,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,179873","-22,642446",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00248,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,271,,RUA VICTOR LEFLOCK,396662,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1543,CTO-CMP-00249,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,201829","-22,649455",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00249,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,89,,RUA PORTUGAL,396410,JARDIM BELA VISTA III,12689,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1544,CTO-CMP-00250,,,ok,0,16,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,178932","-22,643196",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00250,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,395,,RUA VICTOR LEFLOCK,396662,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1549,CTO-CMP-00251,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,179389","-22,642076",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00251,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,91,,RUA FRANCISCO DE QUEIROZ,395351,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1553,CTO-CMP-00252,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,179709","-22,641053",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00252,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,26,,RUA CHAFI MASSUD,395077,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1556,CTO-CMP-00253,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,178984","-22,641639",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00253,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,147,,RUA CHAFI MASSUD,395077,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1565,CTO-CMP-00254,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,178613","-22,641171",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00254,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,76,,RUA JOSE DI SACCO,395643,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1571,CTO-CMP-00255,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,179462","-22,639966",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00255,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,123,,RUA JACOB SUZIGAN,395617,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1576,CTO-CMP-00256,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,178218","-22,640691",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00256,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,68,,RUA ANTONIO FERNANDES,394563,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1585,CTO-CMP-00257,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,177848","-22,640205",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00257,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,82,,RUA NICOLA CARONE,396150,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1590,CTO-CMP-00258,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,177453","-22,639754",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00258,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,85,,RUA CARLOS BLECHA,394846,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1603,CTO-CMP-00259,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,176863","-22,639355",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00259,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,269,,RUA WALDIR DE ALMEIDA,396670,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1606,CTO-CMP-00260,,,ok,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
D1609,CTO-CMP-00261,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,17835","-22,638169",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00261,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,71,,RUA WALDIR DE ALMEIDA,396670,PARQUE RESIDENCIAL ROSAMELIA,12719,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1613,CTO-CMP-00262,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,178205","-22,637676",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00262,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,46,,RUA LUIZ MALAGON,395906,JARDIM CHICO MENDES,12692,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1616,CTO-CMP-00263,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,177469","-22,638276",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00263,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,134,,RUA LUIZ MALAGON,395906,JARDIM CHICO MENDES,12692,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1617,CTO-CMP-00264,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,198447","-22,648251",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00264,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,767,,RUA MAX HERGERT,396139,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1619,CTO-CMP-00265,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,176755","-22,638836",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00265,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,236,,RUA LUIZ MALAGON,395906,JARDIM CHICO MENDES,12692,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1621,CTO-CMP-00266,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,176321","-22,639184",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00266,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,292,,RUA LUIZ MALAGON,395906,JARDIM CHICO MENDES,12692,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1626,CTO-CMP-00267,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,192997","-22,644977",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00267,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,856,,RUA JOAO ARANHA,395622,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1630,CTO-CMP-00268,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,175678","-22,638512",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00268,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,79,,RUA LUIZ BOAVENTURA,395902,JARDIM CHICO MENDES,12692,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1639,CTO-CMP-00269,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,179857","-22,641412",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00269,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,79,,RUA GUILHERME HASSE,395372,JARDIM BETO SPANA,12690,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1642,CTO-CMP-00270,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,179212","-22,640716",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00270,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,175,,RUA GUILHERME HASSE,395372,JARDIM BETO SPANA,12690,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1644,CTO-CMP-00271,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,178773","-22,640275",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00271,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,271,,RUA GUILHERME HASSE,395372,JARDIM BETO SPANA,12690,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1646,CTO-CMP-00272,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,178376","-22,639839",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00272,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,297,,RUA GUILHERME HASSE,395372,JARDIM BETO SPANA,12690,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1647,CTO-CMP-00273,,,ok,1,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,194866","-22,6478",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00273,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,994,,RUA SANTA GERTRUDES,395365,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1648,CTO-CMP-00274,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,177977","-22,639398",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00274,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,383,,RUA GUILHERME HASSE,395372,JARDIM BETO SPANA,12690,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1653,CTO-CMP-00275,,,ok,2,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,177044","-22,638395",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00275,EXISTENTE,Algar Telecom,"44699,63058",,2/17/2023,,,FRANQUEADO,521,,RUA GUILHERME HASSE,395372,JARDIM BETO SPANA,12690,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1660,CTO-CMP-00276,,,,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,174983","-22,632389",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00276,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,89,,RUA JOSE ANTONIO TOZELLI,395637,RECANTO DOS COLIBRIS,12727,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D2466,CTO-CMP-00276,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,174983","-22,632389",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00276,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,89,,RUA JOSE ANTONIO TOZELLI,395637,RECANTO DOS COLIBRIS,12727,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
D1665,CTO-CMP-00277,NAO EXISTE,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
D1665,CTO-CMP-00278,,,ok,0,8,SAO PAULO,COSMOPOLIS,COSMOPOLIS,CTO,"-47,192305","-22,645535",BR;SP;CMP;CMP;CMP-CENTRO;RR;CTO-CMP-00278,EXISTENTE,Algar Telecom,"44699,63058",,,,,FRANQUEADO,89,,RUA JOAO ARANHA,395622,CENTRO,12677,COSMOPOLIS,COSMOPOLIS,SP,,,,,,,,BR;SP;CMP,,,
